#entry_id	catalog	external_id	external_url	name	description	entry_type	mnm_user_id	q	matched_on	on wikidata
41715659	1070	2347-6923	https://doaj.org/toc/2347-6923	Annals of Ayurvedic Medicine	"Academic journal published by Association of Ayurvedic Physicians of India , covering the subjects:  Medicine: Other systems of medicine"	Q737498	985165	Q50535811	2.01803E+13	http://www.wikidata.org/entity/Q50535811 
41715661	1070	2349-6029	https://doaj.org/toc/2349-6029	Indian Journal of Dermatopathology and Diagnostic Dermatology	"Academic journal published by Wolters Kluwer Medknow Publications , covering the subjects:  Medicine: Dermatology"	Q737498	985165	Q50535935	2.01803E+13	http://www.wikidata.org/entity/Q50535935 
41710984	1070	1870-0462	https://doaj.org/toc/1870-0462	Tropical and Subtropical Agroecosystems	"Academic journal published by Universidad Autónoma de Yucatán , covering the subjects:  Agriculture: Agriculture (General)"	Q737498	225648	Q50554683	2.01803E+13	http://www.wikidata.org/entity/Q50554683 
41716498	1070	2560-8304	https://doaj.org/toc/2560-8304	Canadian Journal of Biotechnology	"Academic journal published by Science Planet Inc. , covering the subjects:  Technology: Chemical technology: Biotechnology"	Q737498	985165	Q50560847	2.01803E+13	http://www.wikidata.org/entity/Q50560847 
41716508	1070	2572-5742	https://doaj.org/toc/2572-5742	American Journal of Cancer Case Reports	"Academic journal published by IvY Union Publishing , covering the subjects:  Medicine"	Q737498	985165	Q50560913	2.01803E+13	http://www.wikidata.org/entity/Q50560913 
41716510	1070	2579-3608	https://doaj.org/toc/2579-3608	Journal of Applied Geospatial Information	"Academic journal published by Politeknik Negeri Batam , covering the subjects:  Geography. Anthropology. Recreation | Science: Geology"	Q737498	985165	Q50561002	2.01803E+13	http://www.wikidata.org/entity/Q50561002 
41716515	1070	2579-7298	https://doaj.org/toc/2579-7298	International Journal of Artificial Intelligence Research	"Academic journal published by STMIK Dharma Wacana , covering the subjects:  Science: Mathematics: Instruments and machines: Electronic computers. Computer science"	Q737498	985165	Q50561108	2.01803E+13	http://www.wikidata.org/entity/Q50561108 
41716443	1070	2534-9821	https://doaj.org/toc/2534-9821	International Journal of Medical Reviews and Case Reports	"Academic journal published by Bulgarian Association of Young Surgeons , covering the subjects:  Medicine"	Q737498	985165	Q50561198	2.01803E+13	http://www.wikidata.org/entity/Q50561198 
41716444	1070	2535-2857	https://doaj.org/toc/2535-2857	Journal for Research in Arts and Sports Education	"Academic journal published by Cappelen Damm Akademisk NOASP , covering the subjects:  Fine Arts: Arts in general | Geography. Anthropology. Recreation: Recreation. Leisure: Sports"	Q737498	985165	Q50561267	2.01803E+13	http://www.wikidata.org/entity/Q50561267 
41716454	1070	2538-2322	https://doaj.org/toc/2538-2322	Journal of Medical Physiology	"Academic journal published by Iran University of Medical Sciences , covering the subjects:  Science: Physiology"	Q737498	985165	Q50561347	2.01803E+13	http://www.wikidata.org/entity/Q50561347 
41716465	1070	2542-4742	https://doaj.org/toc/2542-4742	European Journal of Sustainable Development Research	"Academic journal published by Lectito Journals , covering the subjects:  Social Sciences: Industries. Land use. Labor: Economic growth, development, planning"	Q737498	985165	Q50561443	2.01803E+13	http://www.wikidata.org/entity/Q50561443 
41716466	1070	2542-4904	https://doaj.org/toc/2542-4904	European Journal of Environment and Public Health	"Academic journal published by Lectito Journals , covering the subjects:  Geography. Anthropology. Recreation: Environmental sciences | Medicine: Public aspects of medicine"	Q737498	985165	Q50561973	2.01803E+13	http://www.wikidata.org/entity/Q50561973 
41716478	1070	2548-0499	https://doaj.org/toc/2548-0499	International Journal of Public Finance	"Academic journal published by International Public Finance Conference/Turkey , covering the subjects:  Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public finance | Social Sciences: Finance"	Q737498	985165	Q50562052	2.01803E+13	http://www.wikidata.org/entity/Q50562052 
41716485	1070	2549-0303	https://doaj.org/toc/2549-0303	International Business and Accounting Research Journal	"Academic journal published by Lembaga Pendidikan Profesional Cendekia Hotel and Business School , covering the subjects:  Social Sciences: Commerce: Business: Accounting. Bookkeeping | Social Sciences: Finance"	Q737498	985165	Q50562108	2.01803E+13	http://www.wikidata.org/entity/Q50562108 
41716491	1070	2549-8525	https://doaj.org/toc/2549-8525	International Journal of Pedagogy and Teacher Education	"Academic journal published by Sebelas Maret University , covering the subjects:  Education: Education (General)"	Q737498	985165	Q50562160	2.01803E+13	http://www.wikidata.org/entity/Q50562160 
41716334	1070	2514-8281	https://doaj.org/toc/2514-8281	Journal of the Belgian Society of Radiology	"Academic journal published by Ubiquity Press , covering the subjects:  Medicine: Medicine (General): Medical physics. Medical radiology. Nuclear medicine"	Q737498	985165	Q50562330	2.01803E+13	http://www.wikidata.org/entity/Q50562330 
41716344	1070	2520-2979	https://doaj.org/toc/2520-2979	Journal of Sustainable Development of Transport and Logistics	"Academic journal published by Scientific Publishing House ""CSR"" and Scientific Publishing House ""SciView"" , covering the subjects:  Technology: Engineering (General). Civil engineering (General): Transportation engineering"	Q737498	985165	Q50562429	2.01803E+13	http://www.wikidata.org/entity/Q50562429 
41716349	1070	2521-6392	https://doaj.org/toc/2521-6392	Modern Economics	"Academic journal published by Mykolayiv National Agrarian University , covering the subjects:  Social Sciences: Commerce: Business | Social Sciences: Finance"	Q737498	985165	Q50562562	2.01803E+13	http://www.wikidata.org/entity/Q50562562 
41716357	1070	2525-4863	https://doaj.org/toc/2525-4863	Revista Brasileira de Educação do Campo	"Academic journal published by Universidade Federal do Tocantins , covering the subjects:  Education"	Q737498	985165	Q50562681	2.01803E+13	http://www.wikidata.org/entity/Q50562681 
41716356	1070	2525-4774	https://doaj.org/toc/2525-4774	Revista Mundi Sociais e Humanidades	"Academic journal published by Instituto Federal do Paraná , covering the subjects:  General Works: History of scholarship and learning. The humanities | Social Sciences: Social sciences (General)"	Q737498	985165	Q50565384	2.01803E+13	http://www.wikidata.org/entity/Q50565384 
41716365	1070	2525-815X	https://doaj.org/toc/2525-815X	Journal of Environmental Analysis and Progress	"Academic journal published by Universidade Federal Rural de Pernambuco , covering the subjects:  Technology: Environmental technology. Sanitary engineering"	Q737498	985165	Q50566834	2.01803E+13	http://www.wikidata.org/entity/Q50566834 
41716304	1070	2501-8132	https://doaj.org/toc/2501-8132	Journal of Interdisciplinary Medicine	"Academic journal published by De Gruyter Open , covering the subjects:  Medicine"	Q737498	985165	Q50567246	2.01803E+13	http://www.wikidata.org/entity/Q50567246 
41716310	1070	2502-6429	https://doaj.org/toc/2502-6429	Journal of Regional and City Planning	"Academic journal published by Institut Teknologi Bandung , covering the subjects:  Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology: Regional planning | Social Sciences: Communities. Classes. Races: Urban groups. The c"	Q737498	985165	Q50567354	2.01803E+13	http://www.wikidata.org/entity/Q50567354 
41716315	1070	2503-2178	https://doaj.org/toc/2503-2178	Journal of Biomedicine and Translational Research	"Academic journal published by Diponegoro University , covering the subjects:  Medicine: Medicine (General)"	Q737498	985165	Q50567475	2.01803E+13	http://www.wikidata.org/entity/Q50567475 
41716236	1070	2469-4339	https://doaj.org/toc/2469-4339	Management and Economics Research Journal	"Academic journal published by HATASO , covering the subjects:  Social Sciences: Commerce: Business | Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	985165	Q50567628	2.01803E+13	http://www.wikidata.org/entity/Q50567628 
41716260	1070	2474-1795	https://doaj.org/toc/2474-1795	Journal of World Philosophies	"Academic journal published by Indiana University Press , covering the subjects:  Philosophy. Psychology. Religion: Philosophy (General)"	Q737498	985165	Q50567679	2.01803E+13	http://www.wikidata.org/entity/Q50567679 
41716272	1070	2476-3934	https://doaj.org/toc/2476-3934	Journal of Preventive Epidemiology	"Academic journal published by Society of Diabetic Nephropathy Prevention , covering the subjects:  Medicine: Internal medicine: Specialties of internal medicine | Medicine: Internal medicine: Infectious and parasitic diseases"	Q737498	985165	Q50567773	2.01803E+13	http://www.wikidata.org/entity/Q50567773 
41715657	1070	2347-0941	https://doaj.org/toc/2347-0941	Revista Estudios Ambientales	"Academic journal published by Universidad Nacional del Centro de la Provincia de Buenos Aires , covering the subjects:  Geography. Anthropology. Recreation: Environmental sciences"	Q737498	985165	Q50572281	2.01803E+13	http://www.wikidata.org/entity/Q50572281 
41715688	1070	2353-5415	https://doaj.org/toc/2353-5415	International Journal for Transformative Research	"Academic journal published by De Gruyter Open , covering the subjects:  Education"	Q737498	985165	Q50572293	2.01803E+13	http://www.wikidata.org/entity/Q50572293 
41715698	1070	2355-9926	https://doaj.org/toc/2355-9926	Research Journal of Life Science	"Academic journal published by University of Brawijaya , covering the subjects:  Agriculture: Agriculture (General) | Medicine: Medicine (General)"	Q737498	985165	Q50572299	2.01803E+13	http://www.wikidata.org/entity/Q50572299 
41715699	1070	2356-5926	https://doaj.org/toc/2356-5926	International Journal of Humanities and Cultural Studies	"Academic journal published by International Journal of Humanities and Cultural Studies , covering the subjects:  Language and Literature: Philology. Linguistics | Social Sciences"	Q737498	985165	Q50572302	2.01803E+13	http://www.wikidata.org/entity/Q50572302 
41715700	1070	2357-3716	https://doaj.org/toc/2357-3716	"Revista Ingeniería, Matemáticas y Ciencias de la Información"	"Academic journal published by Corporación Universitaria Republicana , covering the subjects:  Technology: Engineering (General). Civil engineering (General) | Technology: Technology (General): Industrial engineering. Management engineering: Information te"	Q737498	985165	Q50572313	2.01803E+13	http://www.wikidata.org/entity/Q50572313 
41715611	1070	2341-2593	https://doaj.org/toc/2341-2593	"Multidisciplinary Journal for Education, Social and Technological Sciences"	"Academic journal published by Universitat Politècnica de València , covering the subjects:  Technology: Technology (General) | Social Sciences: Social sciences (General)"	Q737498	985165	Q50572330	2.01803E+13	http://www.wikidata.org/entity/Q50572330 
41715615	1070	2343-6891	https://doaj.org/toc/2343-6891	Journal of Arts and Social Sciences	"Academic journal published by Africa Development and Resources Research Institute (ADRRI) , covering the subjects:  Social Sciences"	Q737498	985165	Q50572339	2.01803E+13	http://www.wikidata.org/entity/Q50572339 
41715626	1070	2345-0363	https://doaj.org/toc/2345-0363	Journal of Water Security	"Academic journal published by Aleksandras Stulginskis University , covering the subjects:  Technology: Environmental technology. Sanitary engineering: Water supply for domestic and industrial purposes"	Q737498	985165	Q50572347	2.01803E+13	http://www.wikidata.org/entity/Q50572347 
41715639	1070	2345-525X	https://doaj.org/toc/2345-525X	International Journal of Medical Reviews	"Academic journal published by Chemical Injury Research Center , covering the subjects:  Bibliography. Library science. Information resources | Medicine | Science"	Q737498	985165	Q50572357	2.01803E+13	http://www.wikidata.org/entity/Q50572357 
41715641	1070	2345-5802	https://doaj.org/toc/2345-5802	"International Journal of Body, Mind and Culture"	"Academic journal published by Vesnu Publications , covering the subjects:  Medicine: Medicine (General)"	Q737498	985165	Q50572365	2.01803E+13	http://www.wikidata.org/entity/Q50572365 
41715642	1070	2345-6159	https://doaj.org/toc/2345-6159	Journal of Rehabilitation Sciences and Research	"Academic journal published by Shiraz University of Medical Sciences , covering the subjects:  Medicine: Therapeutics. Pharmacology"	Q737498	985165	Q50572371	2.01803E+13	http://www.wikidata.org/entity/Q50572371 
41715644	1070	2345-6744	https://doaj.org/toc/2345-6744	International Journal of Organizational Leadership	"Academic journal published by Industrial Management Institute , covering the subjects:  Social Sciences: Industries. Land use. Labor: Management. Industrial management"	Q737498	985165	Q50572380	2.01803E+13	http://www.wikidata.org/entity/Q50572380 
41715645	1070	2345-6949	https://doaj.org/toc/2345-6949	International Journal of Mining and Geo-Engineering	"Academic journal published by University of Tehran , covering the subjects:  Technology: Mining engineering. Metallurgy"	Q737498	985165	Q50572389	2.01803E+13	http://www.wikidata.org/entity/Q50572389 
41715591	1070	2336-9205	https://doaj.org/toc/2336-9205	Journal of Central Banking Theory and Practice	"Academic journal published by De Gruyter Open , covering the subjects:  Social Sciences: Finance: Banking"	Q737498	985165	Q50572408	2.01803E+13	http://www.wikidata.org/entity/Q50572408 
41715507	1070	2318-8790	https://doaj.org/toc/2318-8790	Journal of Biochemistry Education	"Academic journal published by Sociedade Brasileira de Bioquímica e Biologia Molecular, SBBq , covering the subjects:  Education: Education (General) | Science: Chemistry: Organic chemistry: Biochemistry"	Q737498	985165	Q50572424	2.01803E+13	http://www.wikidata.org/entity/Q50572424 
41715518	1070	2319-0817	https://doaj.org/toc/2319-0817	Brazilian Journal of Empirical Legal Studies	"Academic journal published by Rede de Pesquisa Empírica em Direito , covering the subjects:  Law: Law in general. Comparative and uniform law. Jurisprudence"	Q737498	985165	Q50572449	2.01803E+13	http://www.wikidata.org/entity/Q50572449 
41715519	1070	2320-0928	https://doaj.org/toc/2320-0928	Indian Journal of Advances in Chemical Science	"Academic journal published by KROS Publications , covering the subjects:  Science: Chemistry"	Q737498	985165	Q50572458	2.01803E+13	http://www.wikidata.org/entity/Q50572458 
41715543	1070	2327-3585	https://doaj.org/toc/2327-3585	Journal of International Social Studies	"Academic journal published by International Assembly of the National Council of the Social Studies , covering the subjects:  Education: Theory and practice of education | Social Sciences: Social sciences (General)"	Q737498	985165	Q50572469	2.01803E+13	http://www.wikidata.org/entity/Q50572469 
41714569	1070	2146-4553	https://doaj.org/toc/2146-4553	International Journal of Energy Economics and Policy	"Academic journal published by EconJournals , covering the subjects:  Geography. Anthropology. Recreation: Environmental sciences | Social Sciences: Industries. Land use. Labor: Special industries and trades: Energy industries. Energy policy. Fuel trade"	Q737498	985165	Q50638172	2.01803E+13	http://www.wikidata.org/entity/Q50638172 
41714572	1070	2147-0030	https://doaj.org/toc/2147-0030	International Journal of Information Security Science	"Academic journal published by Gazi University , covering the subjects:  Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware | Technology: Technology (General): Industrial engineering. "	Q737498	985165	Q50638215	2.01803E+13	http://www.wikidata.org/entity/Q50638215 
41714578	1070	2147-4478	https://doaj.org/toc/2147-4478	International Journal of Research In Business and Social Science	"Academic journal published by Ümit Hacıoğlu , covering the subjects:  Social Sciences"	Q737498	985165	Q50638274	2.01803E+13	http://www.wikidata.org/entity/Q50638274 
41714591	1070	2147-9445	https://doaj.org/toc/2147-9445	Journal of Pediatric Research	"Academic journal published by Galenos Yayinevi , covering the subjects:  Medicine: Pediatrics"	Q737498	985165	Q50638390	2.01803E+13	http://www.wikidata.org/entity/Q50638390 
41714593	1070	2147-9747	https://doaj.org/toc/2147-9747	Journal of Second and Multiple Language Acquisition	"Academic journal published by Science-res Publishing , covering the subjects:  Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar: Language acquisition"	Q737498	985165	Q50638493	2.01803E+13	http://www.wikidata.org/entity/Q50638493 
41714601	1070	2148-1997	https://doaj.org/toc/2148-1997	Journal of Child Language Acquisition and Development	"Academic journal published by Science-res Publishing , covering the subjects:  Education: Special aspects of education | Language and Literature: Philology. Linguistics: Language. Linguistic theory. Comparative grammar: Language acquisition"	Q737498	985165	Q50638537	2.01803E+13	http://www.wikidata.org/entity/Q50638537 
41714610	1070	2148-3868	https://doaj.org/toc/2148-3868	International Journal of Contemporary Educational Research	"Academic journal published by Mustafa AYDIN , covering the subjects:  Education"	Q737498	985165	Q50638733	2.01803E+13	http://www.wikidata.org/entity/Q50638733 
41714611	1070	2148-4139	https://doaj.org/toc/2148-4139	Journal of Life Economics	"Academic journal published by Ozge Uysal Şahin , covering the subjects:  Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public finance | Social Sciences: Economic theory. Demography: Economics "	Q737498	985165	Q50638805	2.01803E+13	http://www.wikidata.org/entity/Q50638805 
41714453	1070	2070-8998	https://doaj.org/toc/2070-8998	Journal of Naval Architecture and Marine Engineering	"Academic journal published by Association of Naval Architects and Marine Engineers , covering the subjects:  Technology: Ocean engineering | Naval Science: Naval architecture. Shipbuilding. Marine engineering"	Q737498	985165	Q50639139	2.01803E+13	http://www.wikidata.org/entity/Q50639139 
41714479	1070	2081-9943	https://doaj.org/toc/2081-9943	Journal of Geodetic Science	"Academic journal published by De Gruyter Open , covering the subjects:  Science: Astronomy: Geodesy"	Q737498	985165	Q50639633	2.01803E+13	http://www.wikidata.org/entity/Q50639633 
41714401	1070	2056-9920	https://doaj.org/toc/2056-9920	International Journal of Retina and Vitreous	"Academic journal published by BioMed Central , covering the subjects:  Medicine: Ophthalmology"	Q737498	985165	Q50639750	2.01803E+13	http://www.wikidata.org/entity/Q50639750 
41714374	1070	2055-0472	https://doaj.org/toc/2055-0472	Journal of Lithic Studies	"Academic journal published by University of Edinburgh , covering the subjects:  Auxiliary sciences of history: Archaeology"	Q737498	985165	Q50639865	2.01803E+13	http://www.wikidata.org/entity/Q50639865 
41714389	1070	2056-5542	https://doaj.org/toc/2056-5542	Open Journal of Bioresources	"Academic journal published by Ubiquity Press , covering the subjects:  Medicine: Medicine (General): Computer applications to medicine. Medical informatics"	Q737498	985165	Q50640007	2.01803E+13	http://www.wikidata.org/entity/Q50640007 
41714319	1070	2040-4565	https://doaj.org/toc/2040-4565	Journal of Spectral Imaging	"Academic journal published by IM Publications Open , covering the subjects:  Science: Chemistry: Analytical chemistry"	Q737498	985165	Q50640115	2.01803E+13	http://www.wikidata.org/entity/Q50640115 
41714321	1070	2042-6348	https://doaj.org/toc/2042-6348	History of Women in the Americas	"Academic journal published by Society for the History of Women in the Americas , covering the subjects:  Social Sciences: The family. Marriage. Woman: Women. Feminism"	Q737498	985165	Q50640733	2.01803E+13	http://www.wikidata.org/entity/Q50640733 
41714332	1070	2049-6060	https://doaj.org/toc/2049-6060	Geoscience Data Journal	"Academic journal published by Wiley , covering the subjects:  Science: Physics: Meteorology. Climatology"	Q737498	985165	Q50640919	2.01803E+13	http://www.wikidata.org/entity/Q50640919 
41714336	1070	2050-3679	https://doaj.org/toc/2050-3679	The Open Arts Journal	"Academic journal published by The Open University , covering the subjects:  Fine Arts: Arts in general"	Q737498	985165	Q50641071	2.01803E+13	http://www.wikidata.org/entity/Q50641071 
41713860	1070	1805-4196	https://doaj.org/toc/1805-4196	Journal of Landscape Ecology	"Academic journal published by De Gruyter Open , covering the subjects:  Science: Biology (General): Ecology"	Q737498	985165	Q50769368	2.01803E+13	http://www.wikidata.org/entity/Q50769368 
41713858	1070	1804-9338	https://doaj.org/toc/1804-9338	Journal of Middle European Construction and Design of Cars	"Academic journal published by De Gruyter Open , covering the subjects:  Technology: Mechanical engineering and machinery: Machine design and drawing"	Q737498	985165	Q50769446	2.01803E+13	http://www.wikidata.org/entity/Q50769446 
41713792	1070	1690-8627	https://doaj.org/toc/1690-8627	"Revista de Sistemas, Cibernética e Informática"	"Academic journal published by International Institute of Informatics and Cybernetics , covering the subjects:  Science: Mathematics: Instruments and machines: Electronic computers. Computer science"	Q737498	985165	Q50769537	2.01803E+13	http://www.wikidata.org/entity/Q50769537 
41713793	1070	1694-0423	https://doaj.org/toc/1694-0423	Internet Journal of Medical Update	"Academic journal published by AKS Publication , covering the subjects:  Medicine: Medicine (General)"	Q737498	985165	Q50769629	2.01803E+13	http://www.wikidata.org/entity/Q50769629 
41713794	1070	1694-2116	https://doaj.org/toc/1694-2116	"International Journal of Learning, Teaching and Educational Research"	"Academic journal published by Tresorix Ltd , covering the subjects:  Education: Theory and practice of education"	Q737498	985165	Q50769665	2.01803E+13	http://www.wikidata.org/entity/Q50769665 
