Q50515248	1313-9118	https://doaj.org/toc/1313-1958
Q50515237	1313-9940	https://doaj.org/toc/1314-0213
Q50515236	1314-0256	https://doaj.org/toc/1314-0426
Q50515234	1314-2321	https://doaj.org/toc/1314-1902
Q50515231	1314-3344	https://doaj.org/toc/1314-3336
Q50515240	1314-412X	https://doaj.org/toc/1313-8820
Q50515224	1314-6246	https://doaj.org/toc/1314-6238
Q50434960	1333-9095	https://doaj.org/toc/0350-2465
Q16909033	1334-4676	https://doaj.org/toc/1334-4684
Q50515378	1336-6556	https://doaj.org/toc/1339-942X
Q50515412	1336-9245	https://doaj.org/toc/1335-258X
Q50515406	1338-3957	https://doaj.org/toc/1335-8243
Q50515392	1338-4309	https://doaj.org/toc/1337-9038
Q50515416	1338-6174	https://doaj.org/toc/1335-0803
Q50515397	1338-7278	https://doaj.org/toc/1336-9024
Q50515414	1338-984X	https://doaj.org/toc/1335-1745
Q50515382	1339-4010	https://doaj.org/toc/1339-3057
Q50515379	1339-4584	https://doaj.org/toc/1339-4045
Q50498066	1390-3306	https://doaj.org/toc/1138-2783
Q50515570	1390-4043	https://doaj.org/toc/1390-4051
Q50515366	1390-4299	https://doaj.org/toc/1390-3691
Q50515539	1390-7697	https://doaj.org/toc/1390-7638
Q50515566	1390-776X	https://doaj.org/toc/1390-5619
Q50515561	1390-8103	https://doaj.org/toc/1390-597X
Q50515535	1390-8448	https://doaj.org/toc/1390-8472
Q50515363	1390-8596	https://doaj.org/toc/1390-3799
Q50515558	1390-860X	https://doaj.org/toc/1390-650X
Q50515559	1390-8618	https://doaj.org/toc/1390-6291
Q50515575	1390-8626	https://doaj.org/toc/1390-3861
Q50515576	1390-8634	https://doaj.org/toc/1390-3837
Q50515368	1390-8642	https://doaj.org/toc/1390-325X
Q50515534	1390-9134	https://doaj.org/toc/1390-9266
Q50515372	1390-924X	https://doaj.org/toc/1390-1079
Q50515544	1390-9274	https://doaj.org/toc/1390-7263
Q50515533	1390-9355	https://doaj.org/toc/1390-9347
Q50515543	1390-9967	https://doaj.org/toc/1390-7468
Q50515486	1406-5509	https://doaj.org/toc/1406-1082
Q50810884	1409-469X	https://doaj.org/toc/2215-3292
Q50668274	1413-2311	https://doaj.org/toc/1980-4164
Q50516799	1424-4020	https://doaj.org/toc/1424-3784
Q50811237	1429-9623	https://doaj.org/toc/2300-665X
Q25464680	1452-8185	https://doaj.org/toc/1451-3994
Q50419850	1504-288X	https://doaj.org/toc/0809-2044
Q50811482	1517-4549	https://doaj.org/toc/2318-9010
Q50426423	1517-7017	https://doaj.org/toc/0103-7412
Q50518217	1549-4497	https://doaj.org/toc/1549-4470
Q50518209	1556-1550	https://doaj.org/toc/1556-1542
Q7318482	1561-2945	https://doaj.org/toc/0034-7493
Q50497427	1561-2953	https://doaj.org/toc/0864-4462
Q50432719	1561-2988	https://doaj.org/toc/0034-7515
Q50497435	1561-3038	https://doaj.org/toc/0864-2125
Q50497433	1561-3070	https://doaj.org/toc/0864-2176
Q50807139	1561-8927	https://doaj.org/toc/2410-4817
Q50515375	1568-5551	https://doaj.org/toc/1385-772X
Q50518129	1576-3420	https://doaj.org/toc/1575-9628
Q50497894	1578-164X	https://doaj.org/toc/1134-928X
Q50534407	1578-9705	https://doaj.org/toc/1695-9752
Q50515459	1581-0224	https://doaj.org/toc/1318-0347
Q50478462	1581-162X	https://doaj.org/toc/0351-3114
Q50518102	1581-6974	https://doaj.org/toc/1580-5573
Q50426230	1581-7903	https://doaj.org/toc/0023-2424
Q50478471	1581-968X	https://doaj.org/toc/0352-3608
Q50518098	1582-3725	https://doaj.org/toc/1582-0769
Q50498000	1582-5450	https://doaj.org/toc/1222-569X
Q27716432	1591-0725	https://doaj.org/toc/0563-3745
Q50518200	1605-6582	https://doaj.org/toc/1560-8034
Q50497426	1606-4925	https://doaj.org/toc/0864-4659
Q50520739	1608-5078	https://doaj.org/toc/1608-5043
Q50520735	1618-5293	https://doaj.org/toc/1611-9665
Q50497404	1647-2144	https://doaj.org/toc/0873-3600
Q50497406	1647-662X	https://doaj.org/toc/0873-3015
Q50520877	1647-7316	https://doaj.org/toc/1647-6158
Q50497412	1647-7723	https://doaj.org/toc/0872-8941
Q50434874	1648-1143	https://doaj.org/toc/0258-0802
Q50521551	1658-6794	https://doaj.org/toc/1658-6786
Q50521503	1659-2069	https://doaj.org/toc/1659-2808
Q50434876	1659-2913	https://doaj.org/toc/0257-1439
Q50515708	1659-3286	https://doaj.org/toc/1409-3049
Q50521539	1659-3316	https://doaj.org/toc/1659-1925
Q50521492	1659-407X	https://doaj.org/toc/1659-455X
Q50521496	1659-441X	https://doaj.org/toc/1659-4266
Q50515478	1659-4436	https://doaj.org/toc/1409-0724
Q50521547	1659-4940	https://doaj.org/toc/1659-0139
Q50521491	1661-6146	https://doaj.org/toc/1661-6138
Q50516802	1662-629X	https://doaj.org/toc/1423-5528
Q50521484	1663-9391	https://doaj.org/toc/1663-9375
Q15749678	1666-6038	https://doaj.org/toc/1666-6046
Q50516902	1666-9479	https://doaj.org/toc/1514-4186
Q50521430	1668-8708	https://doaj.org/toc/1669-7634
Q50435013	1669-2314	https://doaj.org/toc/0325-8718
Q50435008	1669-6859	https://doaj.org/toc/0327-2818
Q50521429	1670-679X	https://doaj.org/toc/1670-6803
Q50521427	1670-8768	https://doaj.org/toc/1670-875X
Q50521738	1676-3025	https://doaj.org/toc/1676-1871
Q50521651	1677-6062	https://doaj.org/toc/1679-1509
Q50521697	1677-7301	https://doaj.org/toc/1677-5449
Q50478531	1678-4553	https://doaj.org/toc/0366-6913
Q50432439	1678-4588	https://doaj.org/toc/0011-5258
Q50517054	1678-4634	https://doaj.org/toc/1517-9702
Q50432830	1678-4642	https://doaj.org/toc/0102-3586
Q50516416	1678-4669	https://doaj.org/toc/1413-294X
Q50426314	1678-5142	https://doaj.org/toc/0101-7438
Q50426456	1678-5169	https://doaj.org/toc/0104-1428
Q50426411	1678-5177	https://doaj.org/toc/0103-6564
Q50432771	1678-7110	https://doaj.org/toc/0101-3262
Q50432856	1678-7153	https://doaj.org/toc/0102-7972
Q50521713	1678-9563	https://doaj.org/toc/1677-1168
Q50516572	1678-9865	https://doaj.org/toc/1415-5273
Q50432861	1678-9873	https://doaj.org/toc/0104-4478
Q50419768	1678-9881	https://doaj.org/toc/0001-3714
Q50521718	1679-0359	https://doaj.org/toc/1676-546X
Q50521725	1679-0367	https://doaj.org/toc/1676-5435
Q50521721	1679-0375	https://doaj.org/toc/1676-5451
Q50521724	1679-0383	https://doaj.org/toc/1676-5443
Q50521689	1679-0944	https://doaj.org/toc/1677-7395
Q50516874	1679-4842	https://doaj.org/toc/1516-3091
Q50811059	1679-5636	https://doaj.org/toc/2237-8871
Q50521876	1679-7825	https://doaj.org/toc/1679-7817
Q50497826	1680-9424	https://doaj.org/toc/1023-6090
Q50521851	1682-5535	https://doaj.org/toc/1682-5527
Q50424724	1683-8947	https://doaj.org/toc/0006-176X
Q50521840	1683-9803	https://doaj.org/toc/1683-979X
Q15817042	1684-1999	https://doaj.org/toc/2413-1903
Q50497765	1684-4300	https://doaj.org/toc/1028-6918
Q50521830	1687-5974	https://doaj.org/toc/1687-5966
Q50521828	1687-6407	https://doaj.org/toc/1687-6393
Q50521826	1687-6687	https://doaj.org/toc/1687-6679
Q50521824	1687-675X	https://doaj.org/toc/1687-6741
Q50521823	1687-6792	https://doaj.org/toc/1687-6784
Q50521819	1687-6814	https://doaj.org/toc/1687-6806
Q50521818	1687-6830	https://doaj.org/toc/1687-6822
Q50521815	1687-6857	https://doaj.org/toc/1687-6849
Q50521810	1687-6881	https://doaj.org/toc/1687-6873
Q50521813	1687-6938	https://doaj.org/toc/1687-6865
Q50521808	1687-7152	https://doaj.org/toc/1687-7144
Q50521807	1687-7268	https://doaj.org/toc/1687-725X
Q50521802	1687-739X	https://doaj.org/toc/1687-7381
Q50521801	1687-7489	https://doaj.org/toc/1687-7470
Q50521798	1687-8140	https://doaj.org/toc/1687-8132
Q50521795	1687-8167	https://doaj.org/toc/1687-8159
Q50521794	1687-8183	https://doaj.org/toc/1687-8175
Q50521791	1687-8663	https://doaj.org/toc/1687-8655
Q50521788	1687-9333	https://doaj.org/toc/1687-9325
Q50521786	1687-935X	https://doaj.org/toc/1687-9341
Q50521783	1687-9376	https://doaj.org/toc/1687-9368
Q50521782	1687-9473	https://doaj.org/toc/1687-9465
Q50521779	1687-9619	https://doaj.org/toc/1687-9600
Q50521775	1688-4221	https://doaj.org/toc/1688-4094
Q50478731	1688-499X	https://doaj.org/toc/0797-9789
Q50521777	1688-6593	https://doaj.org/toc/1688-3691
Q50521771	1688-7468	https://doaj.org/toc/1688-5287
Q50516920	1688-9584	https://doaj.org/toc/1510-7450
Q50534417	1694-5972	https://doaj.org/toc/1694-5948
Q50518148	1695-5714	https://doaj.org/toc/1575-023X
Q50434809	1697-9540	https://doaj.org/toc/0211-6820
Q50806879	1697-9818	https://doaj.org/toc/2014-3214
Q50534392	1698-7802	https://doaj.org/toc/1698-7799
Q50497920	1699-714X	https://doaj.org/toc/1131-9429
Q50498038	1703-9665	https://doaj.org/toc/1204-3206
Q50478619	1710-7377	https://doaj.org/toc/0715-3570
Q50534374	1720-1632	https://doaj.org/toc/1722-8093
Q50520788	1724-2118	https://doaj.org/toc/1592-6117
Q50811186	1724-8698	https://doaj.org/toc/2281-8952
Q50534366	1726-6742	https://doaj.org/toc/1726-6009
Q50534357	1728-1938	https://doaj.org/toc/1728-192X
Q50497544	1729-214X	https://doaj.org/toc/1018-130X
Q50516797	1731-2507	https://doaj.org/toc/1427-0994
Q50534342	1732-2707	https://doaj.org/toc/1730-1270
Q50534498	1735-3610	https://doaj.org/toc/1735-3602
Q26839990	1735-4005	https://doaj.org/toc/1735-3998
Q7694899	1735-7322	https://doaj.org/toc/1683-1764
Q50534478	1735-8868	https://doaj.org/toc/1735-885X
Q50534465	1736-8758	https://doaj.org/toc/1736-874X
Q50534458	1737-8176	https://doaj.org/toc/1737-7374
Q50534450	1747-5376	https://doaj.org/toc/1747-5368
Q50534449	1748-1325	https://doaj.org/toc/1748-1317
Q50534448	1756-8285	https://doaj.org/toc/1756-8277
Q50425475	1756-901X	https://doaj.org/toc/1364-694X
Q50497570	1765-307X	https://doaj.org/toc/0993-8516
Q50668198	1765-3142	https://doaj.org/toc/1969-4202
Q50808372	1775-352X	https://doaj.org/toc/2066-5083
Q50520950	1775-433X	https://doaj.org/toc/1635-4079
Q50534621	1789-7556	https://doaj.org/toc/1789-4921
Q50534615	1791-3373	https://doaj.org/toc/1791-5120
Q15762500	1791-7603	https://doaj.org/toc/1790-3572
Q50534612	1792-037X	https://doaj.org/toc/1791-5201
Q50534618	1792-3999	https://doaj.org/toc/1791-261X
Q50534606	1792-7927	https://doaj.org/toc/1792-7919
Q50811042	1792-8036	https://doaj.org/toc/2241-4487
Q50478660	1799-4632	https://doaj.org/toc/0367-5211
Q50534574	1800-7473	https://doaj.org/toc/1800-6450
Q50534573	1800-8763	https://doaj.org/toc/1800-8755
Q50478638	1800-9492	https://doaj.org/toc/0554-5579
Q12041976	1802-7199	https://doaj.org/toc/1214-6463
Q50534554	1802-7946	https://doaj.org/toc/1802-792X
Q50811622	1803-1617	https://doaj.org/toc/2336-2375
Q50534551	1803-6805	https://doaj.org/toc/1803-537X
Q50498026	1803-8360	https://doaj.org/toc/1211-6521
Q50498034	1804-0993	https://doaj.org/toc/1210-0471
Q50478497	1804-1213	https://doaj.org/toc/0452-599X
Q50534542	1804-1728	https://doaj.org/toc/1804-171X
Q50478633	1804-2112	https://doaj.org/toc/0572-3043
Q50515402	1804-3119	https://doaj.org/toc/1336-1376
Q50552590	1804-509X	https://doaj.org/toc/1804-5081
Q17416426	1804-5847	https://doaj.org/toc/0862-5468
Q50534571	1804-8358	https://doaj.org/toc/1801-0865
Q50435025	1804-8765	https://doaj.org/toc/0322-788X
Q50534568	1805-3238	https://doaj.org/toc/1801-1764
Q50552584	1805-4862	https://doaj.org/toc/1805-4854
Q50534544	1805-9023	https://doaj.org/toc/1803-9278
Q50552580	1805-9171	https://doaj.org/toc/1805-9163
Q50498019	1805-9376	https://doaj.org/toc/1212-9151
Q50534565	1805-9384	https://doaj.org/toc/1801-5395
Q50498027	1805-9511	https://doaj.org/toc/1211-4669
Q50498032	1805-9600	https://doaj.org/toc/1210-2512
Q50552576	1806-1230	https://doaj.org/toc/1806-1222
Q50432831	1806-3446	https://doaj.org/toc/0102-3772
Q50426267	1806-6690	https://doaj.org/toc/0045-6888
Q50426336	1806-6925	https://doaj.org/toc/0103-1414
Q50432707	1806-9134	https://doaj.org/toc/0034-7140
Q50516985	1806-9304	https://doaj.org/toc/1519-3829
Q50426344	1806-9479	https://doaj.org/toc/0103-2003
Q50426374	1806-9592	https://doaj.org/toc/0103-4014
Q50432863	1806-9649	https://doaj.org/toc/0104-530X
Q50517061	1806-9940	https://doaj.org/toc/1517-8692
Q50432881	1806-9983	https://doaj.org/toc/0104-7183
Q50432868	1807-0191	https://doaj.org/toc/0104-6276
Q50432850	1807-0310	https://doaj.org/toc/0102-7182
Q50516823	1807-0337	https://doaj.org/toc/1517-4522
Q50552536	1807-1260	https://doaj.org/toc/1808-0529
Q50517042	1807-1600	https://doaj.org/toc/1518-1634
Q50516582	1807-1929	https://doaj.org/toc/1415-4366
Q50516634	1807-5762	https://doaj.org/toc/1414-3283
Q50811505	1807-8214	https://doaj.org/toc/2316-5251
Q50521648	1807-9342	https://doaj.org/toc/1679-2009
Q50516961	1808-057X	https://doaj.org/toc/1519-7077
Q50552543	1808-5245	https://doaj.org/toc/1807-8893
Q50516587	1809-2667	https://doaj.org/toc/1415-2843
Q50552681	1809-4309	https://doaj.org/toc/1809-4031
Q50516406	1809-4457	https://doaj.org/toc/1413-4152
Q50516418	1809-449X	https://doaj.org/toc/1413-2478
Q50426347	1809-4554	https://doaj.org/toc/0103-2070
Q50517034	1809-6891	https://doaj.org/toc/1518-2797
Q50521641	1809-8207	https://doaj.org/toc/1679-6470
Q50552578	1809-9386	https://doaj.org/toc/1806-0269
Q50552666	1812-0660	https://doaj.org/toc/1811-9832
Q50552628	1812-9528	https://doaj.org/toc/1817-4620
Q50552654	1814-8654	https://doaj.org/toc/1814-0076
Q50434887	1815-5901	https://doaj.org/toc/0253-5645
Q50434872	1815-5936	https://doaj.org/toc/0258-5960
Q50497761	1815-5944	https://doaj.org/toc/1029-516X
Q50520773	1817-5996	https://doaj.org/toc/1606-5581
Q50552625	1818-0361	https://doaj.org/toc/1818-0353
Q50518169	1818-1686	https://doaj.org/toc/1562-3009
Q50552605	1818-9210	https://doaj.org/toc/1818-9172
Q50521859	1819-3684	https://doaj.org/toc/1682-0363
Q50426219	1820-7375	https://doaj.org/toc/0013-3264
Q25469379	1820-7413	https://doaj.org/toc/0350-820X
Q50478552	1820-743X	https://doaj.org/toc/0354-0243
Q50516758	1820-7863	https://doaj.org/toc/1451-3749
Q50552771	1820-8827	https://doaj.org/toc/1820-7936
Q50478632	1820-9270	https://doaj.org/toc/0579-6431
Q50516774	1821-1127	https://doaj.org/toc/1450-6661
Q50478528	1821-2794	https://doaj.org/toc/0365-4478
Q50434955	1821-2808	https://doaj.org/toc/0350-7599
Q50552727	1824-2545	https://doaj.org/toc/1827-6946
Q50552748	1824-484X	https://doaj.org/toc/1824-4920
Q50552742	1824-7601	https://doaj.org/toc/1824-761X
Q50811184	1825-411X	https://doaj.org/toc/2282-6033
Q16610651	1826-7505	https://doaj.org/toc/1826-7513
Q50552749	1828-230X	https://doaj.org/toc/1824-3010
Q50811336	1840-3719	https://doaj.org/toc/2303-6850
Q50520687	1841-4273	https://doaj.org/toc/1582-8271
Q50498016	1841-4303	https://doaj.org/toc/1220-1758
Q50552854	1841-964X	https://doaj.org/toc/1841-1487
Q50552838	1841-9844	https://doaj.org/toc/1841-9836
Q50552818	1842-6298	https://doaj.org/toc/1843-7265
Q50520814	1842-7863	https://doaj.org/toc/1584-2363
Q50516731	1842-8088	https://doaj.org/toc/1453-1305
Q50552829	1843-2859	https://doaj.org/toc/1843-2654
Q50497999	1843-3723	https://doaj.org/toc/1223-365X
Q50552822	1843-5378	https://doaj.org/toc/1843-5270
Q50552824	1843-5386	https://doaj.org/toc/1843-5246
Q50552823	1843-5394	https://doaj.org/toc/1843-5254
Q50552844	1844-0029	https://doaj.org/toc/1841-8678
Q50497992	1844-0835	https://doaj.org/toc/1224-1784
Q50811170	1844-7139	https://doaj.org/toc/2286-0991
Q50498178	1844-7589	https://doaj.org/toc/1224-5119
Q50552831	1844-8208	https://doaj.org/toc/1843-2298
Q50552820	1844-9840	https://doaj.org/toc/1843-5920
Q50426187	1845-5859	https://doaj.org/toc/0007-215X
Q25500048	1845-6014	https://doaj.org/toc/1330-2965
Q50515433	1846-3363	https://doaj.org/toc/1331-0194
Q50515439	1846-3878	https://doaj.org/toc/1330-4860
Q50432446	1846-4025	https://doaj.org/toc/0026-704X
Q50515425	1846-7520	https://doaj.org/toc/1331-8004
Q50515577	1846-8314	https://doaj.org/toc/1330-349X
Q50515424	1846-8438	https://doaj.org/toc/1332-0718
Q50552787	1846-9213	https://doaj.org/toc/1846-8527
Q50552788	1846-9418	https://doaj.org/toc/1846-3312
Q50478558	1847-2206	https://doaj.org/toc/0353-359X
Q50515435	1847-3377	https://doaj.org/toc/1330-7533
Q50552790	1847-5299	https://doaj.org/toc/1845-6707
Q50515418	1848-0713	https://doaj.org/toc/1333-896X
Q50553212	1848-1035	https://doaj.org/toc/1848-4956
Q50553202	1848-2007	https://doaj.org/toc/1849-3505
Q50478488	1848-3828	https://doaj.org/toc/0353-4707
Q50478554	1848-4069	https://doaj.org/toc/0353-5320
Q50552780	1848-5030	https://doaj.org/toc/1847-9758
Q50478655	1848-6320	https://doaj.org/toc/0469-6255
Q50515442	1848-6339	https://doaj.org/toc/1330-3651
Q50553215	1848-7459	https://doaj.org/toc/1848-1590
Q50515431	1848-7734	https://doaj.org/toc/1331-3010
Q50552783	1848-7874	https://doaj.org/toc/1847-6376
Q50515436	1848-8080	https://doaj.org/toc/1330-7142
Q50478625	1848-9303	https://doaj.org/toc/0587-5455
Q50552791	1848-946X	https://doaj.org/toc/1845-4607
Q50515444	1848-9532	https://doaj.org/toc/1330-3627
Q50515447	1848-963X	https://doaj.org/toc/1330-1039
Q50552786	1848-9923	https://doaj.org/toc/1847-3466
Q50552778	1848-9931	https://doaj.org/toc/1848-0225
Q50478559	1849-0344	https://doaj.org/toc/0353-295X
Q50515429	1849-0379	https://doaj.org/toc/1331-6745
Q50515422	1849-0395	https://doaj.org/toc/1332-0742
Q25495619	1849-0409	https://doaj.org/toc/0353-4529
Q50478472	1849-0840	https://doaj.org/toc/0352-5317
Q50552782	1849-0891	https://doaj.org/toc/1847-6481
Q50432732	1849-1057	https://doaj.org/toc/0037-7074
Q50478490	1849-1383	https://doaj.org/toc/0353-4790
Q50553200	1849-3858	https://doaj.org/toc/1849-5249
Q50553205	1849-4803	https://doaj.org/toc/1849-241X
Q50553201	1849-5206	https://doaj.org/toc/1849-3645
Q50553198	1849-9015	https://doaj.org/toc/1849-8795
Q50553197	1849-9031	https://doaj.org/toc/1849-8922
Q50435005	1850-1168	https://doaj.org/toc/0327-358X
Q50435003	1850-275X	https://doaj.org/toc/0327-3776
Q50435020	1850-468X	https://doaj.org/toc/0325-187X
Q50553189	1850-9959	https://doaj.org/toc/1851-0086
Q50434982	1851-1686	https://doaj.org/toc/0329-5885
Q50516888	1851-1694	https://doaj.org/toc/1515-2413
Q50516898	1851-1740	https://doaj.org/toc/1514-8327
Q50434983	1851-2879	https://doaj.org/toc/0329-2665
Q50435017	1851-300X	https://doaj.org/toc/0325-2787
Q50478522	1851-3018	https://doaj.org/toc/0370-5404
Q50434994	1851-3026	https://doaj.org/toc/0328-0543
Q50434995	1851-3743	https://doaj.org/toc/0327-9286
Q50434997	1851-3751	https://doaj.org/toc/0327-5752
Q50553174	1851-703X	https://doaj.org/toc/1853-550X
Q50434978	1851-7587	https://doaj.org/toc/0329-8922
Q50434992	1851-779X	https://doaj.org/toc/0328-1205
Q50516912	1851-9504	https://doaj.org/toc/1514-0032
Q50435021	1851-9628	https://doaj.org/toc/0325-1217
Q50434986	1851-9814	https://doaj.org/toc/0329-2142
Q50521456	1852-0499	https://doaj.org/toc/1666-1508
Q50435018	1852-1479	https://doaj.org/toc/0325-2221
Q50553180	1852-2971	https://doaj.org/toc/1853-0982
Q50553183	1852-4222	https://doaj.org/toc/1852-4184
Q50516894	1852-4478	https://doaj.org/toc/1515-1115
Q50434987	1852-4524	https://doaj.org/toc/0328-9206
Q50553184	1852-4826	https://doaj.org/toc/1852-060X
Q50516892	1852-7434	https://doaj.org/toc/1515-1786
Q50435009	1852-7744	https://doaj.org/toc/0326-7237
Q50434990	1852-8562	https://doaj.org/toc/0328-3445
Q26841889	1852-9429	https://doaj.org/toc/1853-1180
Q50521441	1853-3248	https://doaj.org/toc/1668-5431
Q50516883	1853-4392	https://doaj.org/toc/1515-6206
Q50516901	1853-6387	https://doaj.org/toc/1514-7991
Q50435000	1853-7960	https://doaj.org/toc/0327-5108
Q50434998	1853-8126	https://doaj.org/toc/0327-5159
Q50478523	1853-8665	https://doaj.org/toc/0370-4661
Q50521437	1853-8800	https://doaj.org/toc/1668-7175
Q50521454	1853-9912	https://doaj.org/toc/1666-2938
Q50553165	1854-4231	https://doaj.org/toc/1854-4223
Q50424751	1854-620X	https://doaj.org/toc/0016-7789
Q50553150	1857-4432	https://doaj.org/toc/1857-0224
Q50552649	1857-498X	https://doaj.org/toc/1814-3237
Q17111911	1857-663X	https://doaj.org/toc/1409-6099
Q50557960	1857-6982	https://doaj.org/toc/1857-6974
Q50557956	1857-7725	https://doaj.org/toc/1857-7717
Q50515696	1857-8969	https://doaj.org/toc/1409-8695
Q50557954	1857-9949	https://doaj.org/toc/1857-9027
Q50557915	1867-1705	https://doaj.org/toc/1867-1691
Q2381166	1868-4882	https://doaj.org/toc/1868-1034
Q50557911	1869-8999	https://doaj.org/toc/1869-8980
Q50557895	1875-6883	https://doaj.org/toc/1875-6891
Q50557892	1877-6345	https://doaj.org/toc/1877-6337
Q50557889	1877-9352	https://doaj.org/toc/1877-9344
Q50497885	1885-8031	https://doaj.org/toc/1135-6618
Q50434783	1886-1415	https://doaj.org/toc/0214-7823
Q50808256	1886-4171	https://doaj.org/toc/2013-570X
Q50516687	1890-9671	https://doaj.org/toc/1500-7502
Q50420163	1891-2982	https://doaj.org/toc/1504-3614
Q50667900	1892-9710	https://doaj.org/toc/1892-9729
Q50498155	1893-1774	https://doaj.org/toc/1238-9501
Q50516936	1894-1257	https://doaj.org/toc/1504-4556
Q50667948	1899-5772	https://doaj.org/toc/1899-5241
Q50434700	1900-5180	https://doaj.org/toc/0123-885X
Q50426519	1900-6004	https://doaj.org/toc/0121-5612
Q50667983	1904-030X	https://doaj.org/toc/1902-0465
Q50426543	1909-0544	https://doaj.org/toc/0122-0268
Q50426525	1909-7719	https://doaj.org/toc/0121-6805
Q50434768	1909-7735	https://doaj.org/toc/0124-8170
Q50432949	1909-7794	https://doaj.org/toc/0121-0696
Q50534314	1909-9959	https://doaj.org/toc/1692-3561
Q50808101	1911-8074	https://doaj.org/toc/1911-8066
Q50498039	1920-7344	https://doaj.org/toc/1189-3788
Q50806601	1923-2934	https://doaj.org/toc/1923-2926
Q50806610	1923-5763	https://doaj.org/toc/1923-5755
Q50808098	1923-6662	https://doaj.org/toc/1923-6654
Q50478622	1923-7081	https://doaj.org/toc/0702-8865
Q50771352	1923-9343	https://doaj.org/toc/1923-9335
Q50552687	1925-6329	https://doaj.org/toc/1835-7741
Q50668109	1929-5812	https://doaj.org/toc/1929-5804
Q50668121	1934-6352	https://doaj.org/toc/1934-6344
Q50810775	1943-8036	https://doaj.org/toc/2163-8144
Q50668131	1943-9946	https://doaj.org/toc/1943-9938
Q50668135	1944-0472	https://doaj.org/toc/1944-0464
